id,original,surface,pronunciation,type,field1,field2,field3,field4,era,birth_year,nobel,gender,country,status,description,image,image_page
35,マーティン・ライル,ライル,ライル,family,物理,天文学,NA,NA,現代,1918,yes,男性,イギリス,物故,サー・マーティン・ライル（英: Sir Martin Ryle、1918年9月27日 - 1984年10月14日）は、イギリスの天文学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Ryle%20%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Martin_Ryle_%28cropped%29.jpg
35,マーティン・ライル,マーティン・ライル,マーティン・ライル,full,物理,天文学,NA,NA,現代,1918,yes,男性,イギリス,物故,サー・マーティン・ライル（英: Sir Martin Ryle、1918年9月27日 - 1984年10月14日）は、イギリスの天文学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Ryle%20%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Martin_Ryle_%28cropped%29.jpg
36,アントニー・ヒューイッシュ,ヒューイッシュ,ヒューイッシュ,family,物理,天文学,NA,NA,現代,1924,yes,男性,イギリス,物故,アントニー・ヒューイッシュ（Antony Hewish、 1924年5月11日 - 2021年9月13日）はイギリスの電波天文学者。,http://commons.wikimedia.org/wiki/Special:FilePath/26.%20Tagung%201976%20Physiker%3B%20Gruppen%20beim%20Bayrischen%20Fr%C3%BChst%C3%BCck%20Antony%20Hewish%20-%20W134Nr.106841b%20-%20Willy%20Pragher.jpg,https://commons.wikimedia.org/wiki/File:26._Tagung_1976_Physiker%3B_Gruppen_beim_Bayrischen_Fr%C3%BChst%C3%BCck_Antony_Hewish_-_W134Nr.106841b_-_Willy_Pragher.jpg
36,アントニー・ヒューイッシュ,アントニー・ヒューイッシュ,アントニー・ヒューイッシュ,full,物理,天文学,NA,NA,現代,1924,yes,男性,イギリス,物故,アントニー・ヒューイッシュ（Antony Hewish、 1924年5月11日 - 2021年9月13日）はイギリスの電波天文学者。,http://commons.wikimedia.org/wiki/Special:FilePath/26.%20Tagung%201976%20Physiker%3B%20Gruppen%20beim%20Bayrischen%20Fr%C3%BChst%C3%BCck%20Antony%20Hewish%20-%20W134Nr.106841b%20-%20Willy%20Pragher.jpg,https://commons.wikimedia.org/wiki/File:26._Tagung_1976_Physiker%3B_Gruppen_beim_Bayrischen_Fr%C3%BChst%C3%BCck_Antony_Hewish_-_W134Nr.106841b_-_Willy_Pragher.jpg
37,レオ・ジェームス・レインウォーター,レインウォーター,レインウォーター,family,物理,NA,NA,NA,現代,1917,yes,男性,アメリカ合衆国,物故,レオ・ジェームス・レインウォーター（Leo James Rainwater、1917年12月9日 - 1986年5月31日）は、アメリカ合衆国の物理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Rainwater%202.jpg,https://commons.wikimedia.org/wiki/File:James_Rainwater_2.jpg
37,レオ・ジェームス・レインウォーター,レオ・ジェームス・レインウォーター,レオ・ジェームス・レインウォーター,full,物理,NA,NA,NA,現代,1917,yes,男性,アメリカ合衆国,物故,レオ・ジェームス・レインウォーター（Leo James Rainwater、1917年12月9日 - 1986年5月31日）は、アメリカ合衆国の物理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Rainwater%202.jpg,https://commons.wikimedia.org/wiki/File:James_Rainwater_2.jpg
38,バートン・リヒター,リヒター,リヒター,family,物理,NA,NA,NA,現代,1931,yes,男性,アメリカ合衆国,物故,バートン・リヒター（Burton Richter、英語発音: [bəːrtn riktər]＝バートン・リクター、1931年3月22日 - 2018年7月18日,http://commons.wikimedia.org/wiki/Special:FilePath/Burton%20Richter%20NSF%20crop.jpg,https://commons.wikimedia.org/wiki/File:Burton_Richter_NSF_crop.jpg
38,バートン・リヒター,バートン・リヒター,バートン・リヒター,full,物理,NA,NA,NA,現代,1931,yes,男性,アメリカ合衆国,物故,バートン・リヒター（Burton Richter、英語発音: [bəːrtn riktər]＝バートン・リクター、1931年3月22日 - 2018年7月18日,http://commons.wikimedia.org/wiki/Special:FilePath/Burton%20Richter%20NSF%20crop.jpg,https://commons.wikimedia.org/wiki/File:Burton_Richter_NSF_crop.jpg
39,サミュエル・ティン,ティン,ティン,family,物理,NA,NA,NA,現代,1936,yes,男性,アメリカ合衆国,存命,サミュエル・ティン（Samuel C. C. Ting、中国名：丁肇中、1936年1月27日 - ）は中国系アメリカ人の研究者。,http://commons.wikimedia.org/wiki/Special:FilePath/Samuel%20Ting%202023.jpg,https://commons.wikimedia.org/wiki/File:Samuel_Ting_2023.jpg
39,サミュエル・ティン,サミュエル・ティン,サミュエル・ティン,full,物理,NA,NA,NA,現代,1936,yes,男性,アメリカ合衆国,存命,サミュエル・ティン（Samuel C. C. Ting、中国名：丁肇中、1936年1月27日 - ）は中国系アメリカ人の研究者。,http://commons.wikimedia.org/wiki/Special:FilePath/Samuel%20Ting%202023.jpg,https://commons.wikimedia.org/wiki/File:Samuel_Ting_2023.jpg
40,ジョン・ヴァン・ヴレック,ヴレック,ヴレック,family,物理,数学,NA,NA,近代,1899,yes,男性,アメリカ合衆国,物故,ジョン・ハスブルーク・ヴァン・ヴレック（John Hasbrouck van Vleck、 1899年3月13日 - 1980年10月27日)は、アメリカ合衆国,http://commons.wikimedia.org/wiki/Special:FilePath/JH%20van%20Vleck%201974.jpg,https://commons.wikimedia.org/wiki/File:JH_van_Vleck_1974.jpg
40,ジョン・ヴァン・ヴレック,ジョン・ヴァン・ヴレック,ジョン・ヴァン・ヴレック,full,物理,数学,NA,NA,近代,1899,yes,男性,アメリカ合衆国,物故,ジョン・ハスブルーク・ヴァン・ヴレック（John Hasbrouck van Vleck、 1899年3月13日 - 1980年10月27日)は、アメリカ合衆国,http://commons.wikimedia.org/wiki/Special:FilePath/JH%20van%20Vleck%201974.jpg,https://commons.wikimedia.org/wiki/File:JH_van_Vleck_1974.jpg
41,ピョートル・カピッツァ,カピッツァ,カピッツァ,family,物理,NA,NA,NA,近代,1894,yes,男性,ソビエト連邦/ロシア帝国/ロシア社会主義連邦ソビエト共和国,物故,ピョートル・カピッツァ（Pyotr Leonidovich Kapitsa、 ロシア語: Пётр Леони́дович Капи́ца、1894年6月26日,http://commons.wikimedia.org/wiki/Special:FilePath/Pyotr%20Kapitsa%201930s.jpg,https://commons.wikimedia.org/wiki/File:Pyotr_Kapitsa_1930s.jpg
41,ピョートル・カピッツァ,ピョートル・カピッツァ,ピョートル・カピッツァ,full,物理,NA,NA,NA,近代,1894,yes,男性,ソビエト連邦/ロシア帝国/ロシア社会主義連邦ソビエト共和国,物故,ピョートル・カピッツァ（Pyotr Leonidovich Kapitsa、 ロシア語: Пётр Леони́дович Капи́ца、1894年6月26日,http://commons.wikimedia.org/wiki/Special:FilePath/Pyotr%20Kapitsa%201930s.jpg,https://commons.wikimedia.org/wiki/File:Pyotr_Kapitsa_1930s.jpg
42,アーノ・ペンジアス,ペンジアス,ペンジアス,family,物理,天文学,NA,NA,現代,1933,yes,男性,アメリカ合衆国/ドイツ/無国籍,物故,アーノ・アラン・ペンジアス（Arno Allan Penzias、 英語発音: [ˈpɛnziəs]、1933年4月26日 - 2024年1月22日）は、アメリ,http://commons.wikimedia.org/wiki/Special:FilePath/32.%20Tagung%201982%20Physiker%3B%20Beim%20Studentenabend%20Arno%20A.%20Penzias%20-%20W134Nr.119142%20-%20Willy%20Pragher%20%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:32._Tagung_1982_Physiker%3B_Beim_Studentenabend_Arno_A._Penzias_-_W134Nr.119142_-_Willy_Pragher_%28cropped%29.jpg
42,アーノ・ペンジアス,アーノ・ペンジアス,アーノ・ペンジアス,full,物理,天文学,NA,NA,現代,1933,yes,男性,アメリカ合衆国/ドイツ/無国籍,物故,アーノ・アラン・ペンジアス（Arno Allan Penzias、 英語発音: [ˈpɛnziəs]、1933年4月26日 - 2024年1月22日）は、アメリ,http://commons.wikimedia.org/wiki/Special:FilePath/32.%20Tagung%201982%20Physiker%3B%20Beim%20Studentenabend%20Arno%20A.%20Penzias%20-%20W134Nr.119142%20-%20Willy%20Pragher%20%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:32._Tagung_1982_Physiker%3B_Beim_Studentenabend_Arno_A._Penzias_-_W134Nr.119142_-_Willy_Pragher_%28cropped%29.jpg
43,ロバート・W・ウィルソン,ウィルソン,ウィルソン,family,物理,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
43,ロバート・W・ウィルソン,ロバート・W・ウィルソン,ロバート・W・ウィルソン,full,物理,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
44,シェルド・グランショー,グランショー,グランショー,family,物理,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
44,シェルド・グランショー,シェルド・グランショー,シェルド・グランショー,full,物理,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
45,ジェイムズ・クローニン,クローニン,クローニン,family,物理,NA,NA,NA,現代,1931,yes,男性,アメリカ合衆国,物故,ジェイムズ・クローニン（James Watson Cronin、 1931年9月29日 - 2016年8月25日）はアメリカの物理学者である。,http://commons.wikimedia.org/wiki/Special:FilePath/James-cronin.jpg,https://commons.wikimedia.org/wiki/File:James-cronin.jpg
45,ジェイムズ・クローニン,ジェイムズ・クローニン,ジェイムズ・クローニン,full,物理,NA,NA,NA,現代,1931,yes,男性,アメリカ合衆国,物故,ジェイムズ・クローニン（James Watson Cronin、 1931年9月29日 - 2016年8月25日）はアメリカの物理学者である。,http://commons.wikimedia.org/wiki/Special:FilePath/James-cronin.jpg,https://commons.wikimedia.org/wiki/File:James-cronin.jpg
46,ヴァル・フィッチ,フィッチ,フィッチ,family,物理,NA,NA,NA,現代,1923,yes,男性,アメリカ合衆国,物故,ヴァル・ログスドン・フィッチ（Val Logsdon Fitch、1923年3月10日 - 2015年2月5日）はアメリカ合衆国の物理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Val%20Fitch.jpg,https://commons.wikimedia.org/wiki/File:Val_Fitch.jpg
46,ヴァル・フィッチ,ヴァル・フィッチ,ヴァル・フィッチ,full,物理,NA,NA,NA,現代,1923,yes,男性,アメリカ合衆国,物故,ヴァル・ログスドン・フィッチ（Val Logsdon Fitch、1923年3月10日 - 2015年2月5日）はアメリカ合衆国の物理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Val%20Fitch.jpg,https://commons.wikimedia.org/wiki/File:Val_Fitch.jpg
47,ニコラス・ブルームバーゲン,ブルームバーゲン,ブルームバーゲン,family,物理,NA,NA,NA,現代,1920,yes,男性,アメリカ合衆国/オランダ王国,物故,ニコラス・ブルームバーゲン（Nicolaas Bloembergen、1920年3月11日 - 2017年9月5日）は、オランダ出身でアメリカ合衆国の物理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Nicolaas%20Bloembergen%201981.jpg,https://commons.wikimedia.org/wiki/File:Nicolaas_Bloembergen_1981.jpg
47,ニコラス・ブルームバーゲン,ニコラス・ブルームバーゲン,ニコラス・ブルームバーゲン,full,物理,NA,NA,NA,現代,1920,yes,男性,アメリカ合衆国/オランダ王国,物故,ニコラス・ブルームバーゲン（Nicolaas Bloembergen、1920年3月11日 - 2017年9月5日）は、オランダ出身でアメリカ合衆国の物理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Nicolaas%20Bloembergen%201981.jpg,https://commons.wikimedia.org/wiki/File:Nicolaas_Bloembergen_1981.jpg
48,アーサー・ショーロー,ショーロー,ショーロー,family,物理,NA,NA,NA,現代,1921,yes,男性,アメリカ合衆国,物故,アーサー・レナード・ショーロー（Arthur Leonard Schawlow、 1921年5月5日 - 1999年4月28日）は、アメリカ人の物理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Artur%20Schawlow%2C%20Stanford%20University.jpg,https://commons.wikimedia.org/wiki/File:Artur_Schawlow%2C_Stanford_University.jpg
48,アーサー・ショーロー,アーサー・ショーロー,アーサー・ショーロー,full,物理,NA,NA,NA,現代,1921,yes,男性,アメリカ合衆国,物故,アーサー・レナード・ショーロー（Arthur Leonard Schawlow、 1921年5月5日 - 1999年4月28日）は、アメリカ人の物理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Artur%20Schawlow%2C%20Stanford%20University.jpg,https://commons.wikimedia.org/wiki/File:Artur_Schawlow%2C_Stanford_University.jpg
49,ケネス・ウィルソン,ウィルソン,ウィルソン,family,物理,NA,NA,NA,現代,1936,yes,男性,アメリカ合衆国,物故,ケネス・ゲッズ・ウィルソン（Kenneth Geddes Wilson、1936年6月8日 - 2013年6月15日）は、アメリカ合衆国の物理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Kenneth%20G.%20Wilson.121.png,https://commons.wikimedia.org/wiki/File:Kenneth_G._Wilson.121.png
49,ケネス・ウィルソン,ケネス・ウィルソン,ケネス・ウィルソン,full,物理,NA,NA,NA,現代,1936,yes,男性,アメリカ合衆国,物故,ケネス・ゲッズ・ウィルソン（Kenneth Geddes Wilson、1936年6月8日 - 2013年6月15日）は、アメリカ合衆国の物理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Kenneth%20G.%20Wilson.121.png,https://commons.wikimedia.org/wiki/File:Kenneth_G._Wilson.121.png
50,ウィリアム・ファウラー,ファウラー,ファウラー,family,物理,天文学,NA,NA,現代,1911,yes,男性,アメリカ合衆国,物故,ウィリアム・アルフレッド・ファウラー（William Alfred Willy Fowler、 1911年8月9日 - 1995年3月14日) は、アメリカ合衆,http://commons.wikimedia.org/wiki/Special:FilePath/William%20A.%20Fowler%20Los%20Alamos%20ID.png,https://commons.wikimedia.org/wiki/File:William_A._Fowler_Los_Alamos_ID.png
50,ウィリアム・ファウラー,ウィリアム・ファウラー,ウィリアム・ファウラー,full,物理,天文学,NA,NA,現代,1911,yes,男性,アメリカ合衆国,物故,ウィリアム・アルフレッド・ファウラー（William Alfred Willy Fowler、 1911年8月9日 - 1995年3月14日) は、アメリカ合衆,http://commons.wikimedia.org/wiki/Special:FilePath/William%20A.%20Fowler%20Los%20Alamos%20ID.png,https://commons.wikimedia.org/wiki/File:William_A._Fowler_Los_Alamos_ID.png
51,シモン・ファンデルメール,ファンデルメール,ファンデルメール,family,物理,NA,NA,NA,現代,1925,yes,男性,オランダ王国,物故,シモン・ファン・デル・メール（Simon van der Meer、1925年11月24日 - 2011年3月4日）は、オランダの物理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Simon%20van%20der%20Meer%20in%20the%20AA%20Control%20Room%20%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Simon_van_der_Meer_in_the_AA_Control_Room_%28cropped%29.jpg
51,シモン・ファンデルメール,シモン・ファンデルメール,シモン・ファンデルメール,full,物理,NA,NA,NA,現代,1925,yes,男性,オランダ王国,物故,シモン・ファン・デル・メール（Simon van der Meer、1925年11月24日 - 2011年3月4日）は、オランダの物理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Simon%20van%20der%20Meer%20in%20the%20AA%20Control%20Room%20%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Simon_van_der_Meer_in_the_AA_Control_Room_%28cropped%29.jpg
52,クラウス・フォン・クリッツィング,クリッツィング,クリッツィング,family,物理,NA,NA,NA,現代,1943,yes,男性,ドイツ,存命,クラウス・フォン・クリッツィング（Klaus von Klitzing、 1943年6月28日 - ）は、ナチス・ドイツ占領下のポーランド・シロダ・ウィエルコポ,http://commons.wikimedia.org/wiki/Special:FilePath/Klaus%20von%20Klitzing%202015.jpg,https://commons.wikimedia.org/wiki/File:Klaus_von_Klitzing_2015.jpg
