id,original,surface,pronunciation
753,糸貫,糸貫,いとぬき
754,伊奈,伊奈,いな
755,稲枝,稲枝,いなえ
756,稲永,稲永,いなえい
757,稲尾,稲尾,いなお
758,伊那大島,伊那大島,いなおおしま
759,田舎館,田舎館,いなかだて
760,伊那上郷,伊那上郷,いなかみさと
761,稲城,稲城,いなぎ
762,伊那北,伊那北,いなきた
763,稲城長沼,稲城長沼,いなぎながぬま
764,稲毛,稲毛,いなげ
765,稲毛海岸,稲毛海岸,いなげかいがん
766,稲子,稲子,いなこ
767,依那古,依那古,いなこ
768,伊那小沢,伊那小沢,いなこざわ
769,稲沢,稲沢,いなざわ
770,伊那市,伊那市,いなし
771,稲士別,稲士別,いなしべつ
772,伊那新町,伊那新町,いなしんまち
773,稲梓,稲梓,いなずさ
774,稲田,稲田,いなだ
775,伊那田島,伊那田島,いなたじま
776,稲田堤,稲田堤,いなだづつみ
777,伊奈中央,伊奈中央,いなちゅうおう
778,稲積公園,稲積公園,いなづみこうえん
779,猪名寺,猪名寺,いなでら
780,稲戸井,稲戸井,いなとい
781,稲野,稲野,いなの
782,因幡船岡,因幡船岡,いなばふなおか
783,因幡社,因幡社,いなばやしろ
784,稲原,稲原,いなはら
785,伊那福岡,伊那福岡,いなふくおか
786,稲穂,稲穂,いなほ
787,伊那本郷,伊那本郷,いなほんごう
788,伊那松島,伊那松島,いなまつしま
789,印南,印南,いなみ
790,稲村ヶ崎,稲村ヶ崎,いなむらがさき
791,伊那八幡,伊那八幡,いなやわた
792,稲荷,稲荷,いなり
793,稲荷口,稲荷口,いなりぐち
794,稲荷町,稲荷町,いなりちょう
795,稲荷町,稲荷町,いなりまち
796,稲荷町,稲荷町,いなりまち
797,稲荷山,稲荷山,いなりやま
798,稲荷山公園,稲荷山公園,いなりやまこうえん
799,猪苗代,猪苗代,いなわしろ
800,犬飼,犬飼,いぬかい
801,犬川,犬川,いぬかわ
802,犬島新町,犬島新町,いぬじましんまち
803,犬塚,犬塚,いぬづか
804,犬吠,犬吠,いぬぼう
805,犬山,犬山,いぬやま
806,犬山口,犬山口,いぬやまぐち
807,犬山遊園,犬山遊園,いぬやまゆうえん
808,井野,井野,いの
809,井野,井野,いの
810,伊野,伊野,いの
811,伊野,伊野,いの
812,伊納,伊納,いのう
813,居能,居能,いのう
814,伊野駅前,伊野駅前,いのえきまえ
815,井の頭公園,井の頭公園,いのかしらこうえん
816,井口,井口,いのくち
817,井口,井口,いのくち
818,伊野商業前,伊野商業前,いのしょうぎょうまえ
819,猪谷,猪谷,いのたに
820,いのつき,いのつき,いのつき
821,伊野灘,伊野灘,いのなだ
822,井原,井原,いはら
823,井原,井原,いばら
824,井原市,井原市,いばらいち
825,茨木,茨木,いばらき
826,茨木市,茨木市,いばらきし
827,井原里,井原里,いはらのさと
828,茨目,茨目,いばらめ
829,揖斐,揖斐,いび
830,伊比井,伊比井,いびい
831,指宿,指宿,いぶすき
832,動橋,動橋,いぶりはし
833,伊保,伊保,いほ
834,今井,今井,いまい
835,今池,今池,いまいけ
836,今池,今池,いまいけ
837,今池,今池,いまいけ
838,今泉,今泉,いまいずみ
839,今伊勢,今伊勢,いまいせ
840,今市,今市,いまいち
841,今井浜海岸,今井浜海岸,いまいはまかいがん
842,今川,今川,いまがわ
843,今川,今川,いまがわ
844,今川河童,今川河童,いまがわかっぱ
845,今隈,今隈,いまぐま
846,今里,今里,いまざと
847,今里,今里,いまざと
848,今宿,今宿,いまじゅく
849,今庄,今庄,いまじょう
850,今津,今津,いまづ
851,今津,今津,いまづ
852,今出川,今出川,いまでがわ
853,今橋,今橋,いまばし
854,今治,今治,いまばり
855,今福,今福,いまぶく
856,今福鶴見,今福鶴見,いまふくつるみ
857,今船,今船,いまふね
858,今別,今別,いまべつ
859,今宮,今宮,いまみや
860,今宮戎,今宮戎,いまみやえびす
861,今山,今山,いまやま
862,伊万里,伊万里,いまり
863,射水市新湊庁舎前,射水市新湊庁舎前,いみずししんみなとちょうしゃまえ
864,揖屋,揖屋,いや
865,祖谷口,祖谷口,いやぐち
866,伊予出石,伊予出石,いよいずし
867,伊予石城,伊予石城,いよいわき
868,伊予大洲,伊予大洲,いよおおず
869,伊予大平,伊予大平,いよおおひら
870,伊予上灘,伊予上灘,いよかみなだ
871,伊予亀岡,伊予亀岡,いよかめおか
872,伊与喜,伊与喜,いよき
873,伊予小松,伊予小松,いよこまつ
874,伊予西条,伊予西条,いよさいじょう
875,伊予桜井,伊予桜井,いよさくらい
876,伊予寒川,伊予寒川,いよさんがわ
877,伊予市,伊予市,いよし
878,伊予白滝,伊予白滝,いよしらたき
879,伊予立川,伊予立川,いよたちかわ
880,いよ立花,いよ立花,いよたちばな
881,伊予土居,伊予土居,いよどい
882,伊予富田,伊予富田,いよとみた
883,伊予長浜,伊予長浜,いよながはま
884,伊予中山,伊予中山,いよなかやま
885,伊予氷見,伊予氷見,いよひみ
886,伊予平野,伊予平野,いよひらの
887,伊予北条,伊予北条,いよほうじょう
888,伊予三島,伊予三島,いよみしま
889,伊予宮野下,伊予宮野下,いよみやのした
890,伊予三芳,伊予三芳,いよみよし
891,伊予横田,伊予横田,いよよこた
892,伊予吉田,伊予吉田,いよよしだ
893,伊予和気,伊予和気,いよわけ
894,五十川,五十川,いらがわ
895,伊里,伊里,いり
896,入明,入明,いりあけ
897,入生田,入生田,いりうだ
898,入江岡,入江岡,いりえおか
899,杁ヶ池公園,杁ヶ池公園,いりがいけこうえん
900,入曽,入曽,いりそ
901,いりなか,いりなか,いりなか
902,入野,入野,いりの
903,入広瀬,入広瀬,いりひろせ
904,入谷,入谷,いりや
905,入谷,入谷,いりや
906,入山瀬,入山瀬,いりやませ
907,医療センター,医療センター,いりょうせんたー
908,入間市,入間市,いるまし
909,入地,入地,いれじ
910,岩井,岩井,いわい
911,いわき,いわき,いわき
912,磐城,磐城,いわき
913,磐城浅川,磐城浅川,いわきあさかわ
914,磐城石井,磐城石井,いわきいしい
915,磐城石川,磐城石川,いわきいしかわ
916,磐城太田,磐城太田,いわきおおた
917,磐城棚倉,磐城棚倉,いわきたなくら
918,磐城常葉,磐城常葉,いわきときわ
919,磐城塙,磐城塙,いわきはなわ
920,岩城みなと,岩城みなと,いわきみなと
921,磐城守山,磐城守山,いわきもりやま
922,岩切,岩切,いわきり
923,岩国,岩国,いわくに
924,岩倉,岩倉,いわくら
925,岩倉,岩倉,いわくら
926,岩倉,岩倉,いわくら
927,岩峅寺,岩峅寺,いわくらじ
928,岩沢,岩沢,いわさわ
929,岩島,岩島,いわしま
930,岩宿,岩宿,いわじゅく
931,岩代,岩代,いわしろ
932,岩代清水,岩代清水,いわしろしみず
933,岩瀬,岩瀬,いわせ
934,岩瀬浜,岩瀬浜,いわせはま
935,磐田,磐田,いわた
936,岩田,岩田,いわた
937,岩滝口,岩滝口,いわたきぐち
938,岩館,岩館,いわだて
939,岩塚,岩塚,いわつか
940,岩槻,岩槻,いわつき
941,岩原スキー場前,岩原スキー場前,いわっぱらすきーじょうまえ
942,岩出,岩出,いわで
943,岩手飯岡,岩手飯岡,いわていいおか
944,岩手上郷,岩手上郷,いわてかみごう
945,岩手川口,岩手川口,いわてかわぐち
946,いわて沼宮内,いわて沼宮内,いわてぬまくない
947,岩手二日町,岩手二日町,いわてふつかまち
948,岩手船越,岩手船越,いわてふなこし
949,岩出山,岩出山,いわでやま
950,石刀,石刀,いわと
951,岩波,岩波,いわなみ
952,岩沼,岩沼,いわぬま
953,巌根,巌根,いわね
954,岩根橋,岩根橋,いわねばし
955,岩ノ下,岩ノ下,いわのした
956,岩野目,岩野目,いわのめ
957,岩鼻,岩鼻,いわはな
958,岩原,岩原,いわはら
959,岩舟,岩舟,いわふね
960,岩船町,岩船町,いわふねまち
961,岩間,岩間,いわま
962,岩松,岩松,いわまつ
963,石見,石見,いわみ
964,岩美,岩美,いわみ
965,石見川越,石見川越,いわみかわごえ
966,石見川本,石見川本,いわみかわもと
967,岩見沢,岩見沢,いわみざわ
968,石見都賀,石見都賀,いわみつが
969,石見津田,石見津田,いわみつだ
970,石見福光,石見福光,いわみふくみつ
971,石見松原,石見松原,いわみまつばら
972,石見簗瀬,石見簗瀬,いわみやなぜ
973,石見横田,石見横田,いわみよこた
974,岩村,岩村,いわむら
975,岩村田,岩村田,いわむらだ
976,岩室,岩室,いわむろ
977,岩本,岩本,いわもと
978,岩本町,岩本町,いわもとちょう
979,岩屋,岩屋,いわや
980,岩屋,岩屋,いわや
981,岩屋橋,岩屋橋,いわやばし
982,岩山,岩山,いわやま
983,印西牧の原,印西牧の原,いんざいまきのはら
984,インテック本社前,インテック本社前,いんてっくほんしゃまえ
985,院内,院内,いんない
986,院庄,院庄,いんのしょう
987,印場,印場,いんば
988,印旛日本医大,印旛日本医大,いんばにほんいだい
989,因原,因原,いんばら
990,伊部,伊部,いんべ
991,植木,植木,うえき
992,ウェスパ椿山,ウェスパ椿山,うぇすぱつばきやま
993,植田,植田,うえた
994,植田,植田,うえだ
995,上田,上田,うえだ
996,植田,植田,うえだ
997,植大,植大,うえだい
998,上田原,上田原,うえだはら
999,植苗,植苗,うえなえ
1000,上野,上野,うえの
1001,上野御徒町,上野御徒町,うえのおかちまち
1002,上野市,上野市,うえのし
1003,上野芝,上野芝,うえのしば
1004,上野動物園西園,上野動物園西園,うえのどうぶつえんにしえん
1005,上野動物園東園,上野動物園東園,うえのどうぶつえんひがしえん
1006,上野原,上野原,うえのはら
1007,上野広小路,上野広小路,うえのひろこうじ
1008,上林,上林,うえばやし
1009,植松,植松,うえまつ
1010,植村,植村,うえむら
1011,魚市場通,魚市場通,うおいちばどおり
1012,魚崎,魚崎,うおざき
1013,魚住,魚住,うおずみ
1014,魚津,魚津,うおづ
1015,魚沼丘陵,魚沼丘陵,うおぬまきゅうりょう
1016,魚沼田中,魚沼田中,うおぬまたなか
1017,魚沼中条,魚沼中条,うおぬまなかじょう
1018,鵜飼,鵜飼,うかい
1019,鵜方,鵜方,うがた
1020,宇賀本郷,宇賀本郷,うかほんごう
1021,浮孔,浮孔,うきあな
1022,うきは,うきは,うきは
1023,浮鞭,浮鞭,うきぶち
1024,浮間舟渡,浮間舟渡,うきまふなど
1025,宇久井,宇久井,うくい
1026,鶯谷,鶯谷,うぐいすだに
1027,鶯野,鶯野,うぐいすの
1028,鶯の森,鶯の森,うぐいすのもり
1029,鶯巣,鶯巣,うぐす
1030,有家,有家,うげ
1031,羽後飯塚,羽後飯塚,うごいいづか
1032,羽後岩谷,羽後岩谷,うごいわや
1033,羽後牛島,羽後牛島,うごうしじま
1034,羽後太田,羽後太田,うごおおた
1035,羽後亀田,羽後亀田,うごかめだ
1036,羽後境,羽後境,うごさかい
1037,羽後中里,羽後中里,うごなかざと
1038,羽後長戸呂,羽後長戸呂,うごながとろ
1039,羽後長野,羽後長野,うごながの
1040,羽後本荘,羽後本荘,うごほんじょう
1041,羽後四ッ屋,羽後四ッ屋,うごよつや
1042,宇佐,宇佐,うさ
1043,宇佐美,宇佐美,うさみ
1044,宇治,宇治,うじ
1045,宇治,宇治,うじ
1046,氏家,氏家,うじいえ
1047,潮,潮,うしお
1048,牛ヶ原,牛ヶ原,うしがはら
1049,牛久,牛久,うしく
1050,牛久保,牛久保,うしくぼ
1051,牛込神楽坂,牛込神楽坂,うしごめかぐらざか
1052,牛込柳町,牛込柳町,うしごめやなぎちょう
1053,牛田,牛田,うした
1054,牛田,牛田,うしだ
1055,牛田,牛田,うしだ
1056,宇治団地前,宇治団地前,うじだんちまえ
1057,牛津,牛津,うしづ
1058,宇品五丁目,宇品五丁目,うじなごちょうめ
1059,宇品三丁目,宇品三丁目,うじなさんちょうめ
1060,宇品二丁目,宇品二丁目,うじなにちょうめ
1061,宇品四丁目,宇品四丁目,うじなよんちょうめ
1062,牛島,牛島,うしのしま
1063,牛ノ浜,牛ノ浜,うしのはま
1064,牛ノ谷,牛ノ谷,うしのや
1065,牛浜,牛浜,うしはま
1066,牛渕,牛渕,うしぶち
1067,牛渕団地前,牛渕団地前,うしぶちだんちまえ
1068,牛山,牛山,うしやま
1069,宇治山田,宇治山田,うじやまだ
1070,後潟,後潟,うしろがた
1071,有珠,有珠,うす
1072,臼杵,臼杵,うすき
1073,宇宿,宇宿,うすき
1074,鵜杉,鵜杉,うすぎ
1075,宇宿一丁目,宇宿一丁目,うすきいっちょうめ
1076,臼田,臼田,うすだ
1077,太秦,太秦,うずまさ
1078,太秦広隆寺,太秦広隆寺,うずまさこうりゅうじ
1079,太秦天神川,太秦天神川,うずまさてんじんがわ
1080,羽前大山,羽前大山,うぜんおおやま
1081,羽前金沢,羽前金沢,うぜんかねざわ
1082,羽前小松,羽前小松,うぜんこまつ
1083,羽前前波,羽前前波,うぜんぜんなみ
1084,羽前高松,羽前高松,うぜんたかまつ
1085,羽前千歳,羽前千歳,うぜんちとせ
1086,羽前椿,羽前椿,うぜんつばき
1087,羽前豊里,羽前豊里,うぜんとよさと
1088,羽前長崎,羽前長崎,うぜんながさき
1089,羽前中山,羽前中山,うぜんなかやま
1090,羽前成田,羽前成田,うぜんなりた
1091,羽前沼沢,羽前沼沢,うぜんぬまざわ
1092,羽前松岡,羽前松岡,うぜんまつおか
1093,羽前水沢,羽前水沢,うぜんみずさわ
1094,羽前山辺,羽前山辺,うぜんやまべ
1095,宇田郷,宇田郷,うたごう
1096,歌津,歌津,うたつ
1097,宇多津,宇多津,うたづ
1098,歌内,歌内,うたない
1099,宇多野,宇多野,うたの
1100,内海,内海,うちうみ
1101,内ヶ巻,内ヶ巻,うちがまき
1102,内子,内子,うちこ
1103,内郷,内郷,うちごう
1104,打越,打越,うちごし
1105,内幸町,内幸町,うちさいわいちょう
1106,内宿,内宿,うちじゅく
1107,打田,打田,うちた
1108,内田,内田,うちだ
1109,打出,打出,うちで
1110,内名,内名,うちな
1111,内灘,内灘,うちなだ
1112,内野,内野,うちの
1113,内之田,内之田,うちのだ
