id,original,surface,pronunciation
398,ワキジロバン,ワキジロバン,ワキジロバン
399,ヒメハリテンレック,ヒメハリテンレック,ヒメハリテンレック
400,ズグロハゲコウ,ズグロハゲコウ,ズグロハゲコウ
401,ノドジロカナリア,ノドジロカナリア,ノドジロカナリア
402,トマスナキウサギ,トマスナキウサギ,トマスナキウサギ
403,イタセンパラ,イタセンパラ,イタセンパラ
404,タテジマアリドリ,タテジマアリドリ,タテジマアリドリ
405,ゼッツェルコビトアレチネズミ,ゼッツェルコビトアレチネズミ,ゼッツェルコビトアレチネズミ
406,アカハラモモンガ,アカハラモモンガ,アカハラモモンガ
407,オオカラモズ,オオカラモズ,オオカラモズ
408,アカハシギンカモメ,アカハシギンカモメ,アカハシギンカモメ
409,エチオピアノドジロツバメ,エチオピアノドジロツバメ,エチオピアノドジロツバメ
410,キガオアメリカムシクイ,キガオアメリカムシクイ,キガオアメリカムシクイ
411,オレンジズキンフウキンチョウ,オレンジズキンフウキンチョウ,オレンジズキンフウキンチョウ
412,カオジロハゲワシ,カオジロハゲワシ,カオジロハゲワシ
413,クロテリムク,クロテリムク,クロテリムク
414,オグロインコ,オグロインコ,オグロインコ
415,ウロコジアリドリ,ウロコジアリドリ,ウロコジアリドリ
416,クリハラヒメウソ,クリハラヒメウソ,クリハラヒメウソ
417,チャカタルリツグミ,チャカタルリツグミ,チャカタルリツグミ
418,タヒバリタイランチョウ,タヒバリタイランチョウ,タヒバリタイランチョウ
419,オビバネカマドドリ,オビバネカマドドリ,オビバネカマドドリ
420,キタシロボウシオタテドリ,キタシロボウシオタテドリ,キタシロボウシオタテドリ
421,アードウルフ,アードウルフ,アードウルフ
422,ズグロウタイチメドリ,ズグロウタイチメドリ,ズグロウタイチメドリ
423,ヤブヒバリ,ヤブヒバリ,ヤブヒバリ
424,コロンビアジリス,コロンビアジリス,コロンビアジリス
425,アデリーペンギン,アデリーペンギン,アデリーペンギン
426,パプアカワアナツバメ,パプアカワアナツバメ,パプアカワアナツバメ
427,ウロコミツスイ,ウロコミツスイ,ウロコミツスイ
428,オーストラリアチゴハヤブサ,オーストラリアチゴハヤブサ,オーストラリアチゴハヤブサ
429,アオツラカツオドリ,アオツラカツオドリ,アオツラカツオドリ
430,ミジカオノスリ,ミジカオノスリ,ミジカオノスリ
431,ズグロシトド,ズグロシトド,ズグロシトド
432,ワウワウテナガザル,ワウワウテナガザル,ワウワウテナガザル
433,キガシラヒメモズモドキ,キガシラヒメモズモドキ,キガシラヒメモズモドキ
434,ムナグロバンケン,ムナグロバンケン,ムナグロバンケン
435,アカガシラケラインコ,アカガシラケラインコ,アカガシラケラインコ
436,クロステナガザル,クロステナガザル,クロステナガザル
437,ムラサキフウキンチョウ,ムラサキフウキンチョウ,ムラサキフウキンチョウ
438,ミヤマシトド,ミヤマシトド,ミヤマシトド
439,ハシナガツグミモドキ,ハシナガツグミモドキ,ハシナガツグミモドキ
440,モズカザリドリ,モズカザリドリ,モズカザリドリ
441,フッドマネシツグミ,フッドマネシツグミ,フッドマネシツグミ
442,ヨザル,ヨザル,ヨザル
443,シロトキコウ,シロトキコウ,シロトキコウ
444,タウンゼンドアメリカムシクイ,タウンゼンドアメリカムシクイ,タウンゼンドアメリカムシクイ
445,カワラバト／ドバト,カワラバト／ドバト,カワラバト／ドバト
446,オオアメリカムシクイ,オオアメリカムシクイ,オオアメリカムシクイ
447,ドウバネインコ,ドウバネインコ,ドウバネインコ
448,シマハイエナ,シマハイエナ,シマハイエナ
449,ウタツグミ,ウタツグミ,ウタツグミ
450,ヤブフウキンチョウ,ヤブフウキンチョウ,ヤブフウキンチョウ
451,ユキハタネズミ,ユキハタネズミ,ユキハタネズミ
452,シロアシアメリカムシクイ,シロアシアメリカムシクイ,シロアシアメリカムシクイ
453,クロハラムクドリモドキ,クロハラムクドリモドキ,クロハラムクドリモドキ
454,コモリザメ,コモリザメ,コモリザメ
455,クロハダカオネズミ,クロハダカオネズミ,クロハダカオネズミ
456,ジネズミテンレック,ジネズミテンレック,ジネズミテンレック
457,スンダモリムシクイ,スンダモリムシクイ,スンダモリムシクイ
458,ヨコジマハウチワドリ,ヨコジマハウチワドリ,ヨコジマハウチワドリ
459,ムナジロテリムク,ムナジロテリムク,ムナジロテリムク
460,セイウチ,セイウチ,セイウチ
461,トウゾクカモメ,トウゾクカモメ,トウゾクカモメ
462,オジロサバクガラス,オジロサバクガラス,オジロサバクガラス
463,ボネットツコツコ,ボネットツコツコ,ボネットツコツコ
464,カリガネ,カリガネ,カリガネ
465,ムジトウヒチョウ,ムジトウヒチョウ,ムジトウヒチョウ
466,ズアカエボシゲラ,ズアカエボシゲラ,ズアカエボシゲラ
467,セレベスオオコウモリ,セレベスオオコウモリ,セレベスオオコウモリ
468,カササギフエガラス,カササギフエガラス,カササギフエガラス
469,オナガダルマインコ,オナガダルマインコ,オナガダルマインコ
470,ビントロング,ビントロング,ビントロング
471,フヨウチョウ,フヨウチョウ,フヨウチョウ
472,ヒメミズナギドリ,ヒメミズナギドリ,ヒメミズナギドリ
473,テリミドリフウキンチョウ,テリミドリフウキンチョウ,テリミドリフウキンチョウ
474,ハジロカザリドリモドキ,ハジロカザリドリモドキ,ハジロカザリドリモドキ
475,キバシヤマオオハシ,キバシヤマオオハシ,キバシヤマオオハシ
476,チャエリイワシャコ,チャエリイワシャコ,チャエリイワシャコ
477,ギンカモメ,ギンカモメ,ギンカモメ
478,ハリオセアオマイコドリ,ハリオセアオマイコドリ,ハリオセアオマイコドリ
479,ツアモツヨシキリ,ツアモツヨシキリ,ツアモツヨシキリ
480,ニシフタスジモズモドキ,ニシフタスジモズモドキ,ニシフタスジモズモドキ
481,コモンヨタカ,コモンヨタカ,コモンヨタカ
482,ヤハズカンムリオウチュウ,ヤハズカンムリオウチュウ,ヤハズカンムリオウチュウ
483,クロガミインコ,クロガミインコ,クロガミインコ
484,ミナミモグリウミツバメ,ミナミモグリウミツバメ,ミナミモグリウミツバメ
485,フランケンオナシケンショウコウモリ,フランケンオナシケンショウコウモリ,フランケンオナシケンショウコウモリ
486,エゾサンショウウオ,エゾサンショウウオ,エゾサンショウウオ
487,ルリコンゴウインコ,ルリコンゴウインコ,ルリコンゴウインコ
488,エゾホトケ,エゾホトケ,エゾホトケ
489,シナノユキマス,シナノユキマス,シナノユキマス
490,ワライバト,ワライバト,ワライバト
491,ウズンガモリテッケイ,ウズンガモリテッケイ,ウズンガモリテッケイ
492,クビワナキウサギ,クビワナキウサギ,クビワナキウサギ
493,ズグロエンビタイランチョウ,ズグロエンビタイランチョウ,ズグロエンビタイランチョウ
494,オオヤマセミ,オオヤマセミ,オオヤマセミ
495,アブラボテ,アブラボテ,アブラボテ
496,シロエリガラス,シロエリガラス,シロエリガラス
497,ヒメシギダチョウ,ヒメシギダチョウ,ヒメシギダチョウ
498,ノドジロヒタキ,ノドジロヒタキ,ノドジロヒタキ
499,イワミソサザイ,イワミソサザイ,イワミソサザイ
500,パンパスツコツコ,パンパスツコツコ,パンパスツコツコ
501,ヨーロッパウナギ,ヨーロッパウナギ,ヨーロッパウナギ
502,オガワコマドリ,オガワコマドリ,オガワコマドリ
503,クロミズナギドリ,クロミズナギドリ,クロミズナギドリ
504,キバシガモ,キバシガモ,キバシガモ
505,クリイロコガモ,クリイロコガモ,クリイロコガモ
506,ムギツク,ムギツク,ムギツク
507,ハイガシラモリムシクイ,ハイガシラモリムシクイ,ハイガシラモリムシクイ
508,ハジロカワカマドドリ,ハジロカワカマドドリ,ハジロカワカマドドリ
509,マンドリル,マンドリル,マンドリル
510,バライロハチクイ,バライロハチクイ,バライロハチクイ
511,アメリカササゴイ,アメリカササゴイ,アメリカササゴイ
512,ペルーイシチドリ,ペルーイシチドリ,ペルーイシチドリ
513,セレベスツカツクリ,セレベスツカツクリ,セレベスツカツクリ
514,ニシキューバムシクイ,ニシキューバムシクイ,ニシキューバムシクイ
515,ヒメカザリオウチュウ,ヒメカザリオウチュウ,ヒメカザリオウチュウ
516,キンイロトゲマウス,キンイロトゲマウス,キンイロトゲマウス
517,マスノスケ,マスノスケ,マスノスケ
518,ヨウム,ヨウム,ヨウム
519,マウイキバシリ,マウイキバシリ,マウイキバシリ
520,ズアカコバシハチドリ,ズアカコバシハチドリ,ズアカコバシハチドリ
521,ヨロイジネズミ,ヨロイジネズミ,ヨロイジネズミ
522,オリーブカマドドリ,オリーブカマドドリ,オリーブカマドドリ
523,アカワラルー,アカワラルー,アカワラルー
524,ピトケアンヨシキリ,ピトケアンヨシキリ,ピトケアンヨシキリ
525,クロコシジロウミツバメ,クロコシジロウミツバメ,クロコシジロウミツバメ
526,アカツクシガモ,アカツクシガモ,アカツクシガモ
527,シロズキンツグミヒタキ,シロズキンツグミヒタキ,シロズキンツグミヒタキ
528,インドサイ,インドサイ,インドサイ
529,ヒメシチホウ,ヒメシチホウ,ヒメシチホウ
530,メガネヒヨドリ,メガネヒヨドリ,メガネヒヨドリ
531,ギンバシ,ギンバシ,ギンバシ
532,クレナイミツスイ,クレナイミツスイ,クレナイミツスイ
533,ドングリキツツキ,ドングリキツツキ,ドングリキツツキ
534,ズグロモズヒタキ,ズグロモズヒタキ,ズグロモズヒタキ
535,セグロカモメ,セグロカモメ,セグロカモメ
